0 1 0
0.125 1 0
0.135 1 0
0.145 1 0
0.155 1 0
0.165 1 0
0.175 1 0
0.185 1 0
0.195 1 0
0.205 1 0
0.215 1 0
0.225 1 0
0.235 1 0
0.245 1 0
0.255 1 0
0.265 1 0
0.275 1 0
0.285 1 0
0.295 1 0
0.305 1 0
0.315 1 0
0.325 1 0
0.335 1 0
0.345 1 0
0.355 1 0
0.365 1 0
0.375 1 0
0.385 1 0
0.395 1 0
0.405 1 0
0.415 1 0
0.425 1 0
0.435 1 0
0.445 1 0
0.455 1 0
0.465 1 0
0.475 1 0
0.485 1 0
0.495 1 0
0.505 1 0
0.515 1 0
0.525 1 0
0.535 1 0
0.545 1 0
0.555 1 0
0.565 1 0
0.575 1 0
0.585 1 0
0.595 1 0
0.605 1 0
0.615 1 0
0.625 1 0
0.635 1 0
0.645 1 0
0.655 1 0
0.665 1 0
0.675 1 0
0.685 1 0
0.695 1 0
0.705 1 0
0.715 1 0
0.725 1 0
0.735 1 0
0.745 1 0
0.755 1 0
0.765 1 0
0.775 1 0
0.785 1 0
0.795 1 0
0.805 1 0
0.815 1 0
0.825 1 0
0.835 1 0
0.845 1 0
0.855 1 0
0.865 1 0
0.875 1 0
0.885 1 0
0.895 1 0
0.905 1 0
0.915 1 0
0.925 1 0
0.935 1 0
0.945 1 0
0.955 1 0
0.965 1 0
0.975 1 0
0.985 1 0
0.995 1 0
1.005 1 0
1.015 1 0
1.025 1 0
1.035 1 0
1.045 1 0
1.055 1 0
1.065 1 0
1.075 1 0
1.085 1 0
1.095 1 0
1.105 1 0
1.115 1 0
1.125 1 0
1.135 1 0
1.145 1 0
1.155 1 0
1.165 1 0
1.175 1 0
1.185 1 0
1.195 1 0
1.205 1 0
1.215 1 0
1.225 1 0
1.235 1 0
1.245 1 0
1.255 1 0
1.265 1 0
1.275 1 0
1.285 1 0
1.295 1 0
1.305 1 0
1.315 1 0
1.325 1 0
1.335 1 0
1.345 1 0
1.355 1 0
1.365 1 0
1.375 1 0
1.385 1 0
1.395 1 0
1.405 1 0
1.415 1 0
1.425 1 0
1.435 1 0
1.445 1 0
1.455 1 0
1.465 1 0
1.475 1 0
1.485 1 0
1.495 1 0
1.505 1 0
1.515 1 0
1.525 1 0
1.535 1 0
1.545 1 0
1.555 1 0
1.565 1 0
1.575 1 0
1.585 1 0
1.595 1 0
1.605 1 0
1.615 1 0
1.625 1 0
1.635 1 0
1.645 1 0
1.655 1 0
1.665 1 0
1.675 1 0
1.685 1 0
1.695 1 0
1.705 1 0
1.715 1 0
1.725 1 0
1.735 1 0
1.745 1 0
1.755 1 0
1.765 1 0
1.775 1 0
1.785 1 0
1.795 1 0
1.805 1 0
1.815 1 0
1.825 1 0
1.835 1 0
1.845 1 0
1.855 1 0
1.865 1 0
1.875 1 0
1.885 1 0
1.895 1 0
1.905 1 0
1.915 1 0
1.925 1 0
1.935 1 0
1.945 1 0
1.955 1 0
1.965 1 0
1.975 1 0
1.985 1 0
1.995 1 0
2.005 1 0
2.015 1 0
2.025 1 0
2.035 1 0
2.045 1 0
2.055 1 0
2.065 1 0
2.075 1 0
2.085 1 0
2.095 1 0
2.105 1 0
2.115 1 0
2.125 1 0
2.135 1 0
2.145 1 0
2.155 1 0
2.165 1 0
